date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:11:10	202148/202148	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2017%20Aug%202015%2023:11:01%20GMT	http://kitchen.ci/css/font-awesome/fonts/fontawesome-webfont-46fcc019.svg?v=4.0.3	./kitchen.ci/css/font-awesome/fonts/fontawesome-webfont-46fcc019ba72.svg	(from http://kitchen.ci/css/kitchen-26ac5aa6.css)
19:11:11	12976/12976	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:17%20GMT	http://kitchen.ci/docs/getting-started/running-converge	./kitchen.ci/docs/getting-started/running-converge.html	(from http://kitchen.ci/docs/getting-started/)
19:11:11	6782/6782	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:17%20GMT	http://kitchen.ci/docs/getting-started/manually-verifying	./kitchen.ci/docs/getting-started/manually-verifying.html	(from http://kitchen.ci/docs/getting-started/)
19:11:11	21622/21622	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:18%20GMT	http://kitchen.ci/blog/test-kitchen-1-3-0-release-notes/	./kitchen.ci/blog/test-kitchen-1-3-0-release-notes/index.html	(from http://kitchen.ci/blog/)
19:11:11	9322/9322	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:17%20GMT	http://kitchen.ci/docs/getting-started/writing-test	./kitchen.ci/docs/getting-started/writing-test.html	(from http://kitchen.ci/docs/getting-started/)
19:11:12	11723/11723	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:17%20GMT	http://kitchen.ci/docs/getting-started/running-verify	./kitchen.ci/docs/getting-started/running-verify.html	(from http://kitchen.ci/docs/getting-started/)
19:11:12	13693/13693	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:17%20GMT	http://kitchen.ci/docs/getting-started/running-test	./kitchen.ci/docs/getting-started/running-test.html	(from http://kitchen.ci/docs/getting-started/)
19:11:13	7269/7269	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:17%20GMT	http://kitchen.ci/docs/getting-started/dynamic-configuration	./kitchen.ci/docs/getting-started/dynamic-configuration.html	(from http://kitchen.ci/docs/getting-started/)
19:11:13	16428/16428	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:17%20GMT	http://kitchen.ci/docs/getting-started/adding-platform	./kitchen.ci/docs/getting-started/adding-platform.html	(from http://kitchen.ci/docs/getting-started/)
19:11:13	7289/7289	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:17%20GMT	http://kitchen.ci/docs/getting-started/adding-feature	./kitchen.ci/docs/getting-started/adding-feature.html	(from http://kitchen.ci/docs/getting-started/)
19:11:13	32129/32129	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:17%20GMT	http://kitchen.ci/docs/getting-started/fixing-converge	./kitchen.ci/docs/getting-started/fixing-converge.html	(from http://kitchen.ci/docs/getting-started/)
19:11:13	7900/7900	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:17%20GMT	http://kitchen.ci/docs/getting-started/adding-suite	./kitchen.ci/docs/getting-started/adding-suite.html	(from http://kitchen.ci/docs/getting-started/)
19:11:14	13229/13229	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:17%20GMT	http://kitchen.ci/docs/getting-started/writing-server-test	./kitchen.ci/docs/getting-started/writing-server-test.html	(from http://kitchen.ci/docs/getting-started/)
19:11:14	10746/10746	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:17%20GMT	http://kitchen.ci/docs/getting-started/writing-failing-recipe	./kitchen.ci/docs/getting-started/writing-failing-recipe.html	(from http://kitchen.ci/docs/getting-started/)
19:11:15	22899/22899	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:17%20GMT	http://kitchen.ci/docs/getting-started/adding-dependency	./kitchen.ci/docs/getting-started/adding-dependency.html	(from http://kitchen.ci/docs/getting-started/)
19:11:15	7558/7558	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:17%20GMT	http://kitchen.ci/docs/getting-started/next-steps	./kitchen.ci/docs/getting-started/next-steps.html	(from http://kitchen.ci/docs/getting-started/)
19:11:15	20403/20403	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:17%20GMT	http://kitchen.ci/docs/getting-started/backfilling-platforms	./kitchen.ci/docs/getting-started/backfilling-platforms.html	(from http://kitchen.ci/docs/getting-started/)
19:12:36	2105349/2105349	---M-Z	200	added ('OK')	image/png	date:Mon,%2017%20Aug%202015%2023:11:02%20GMT	http://kitchen.ci/css/theme/maximum/img/landing/header-048783cd.png	./kitchen.ci/css/theme/maximum/img/landing/header-048783cd.png	(from http://kitchen.ci/css/kitchen-26ac5aa6.css)
19:12:37	46526/46526	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:18%20GMT	http://kitchen.ci/blog/test-kitchen-1-4-0-release-notes	./kitchen.ci/blog/test-kitchen-1-4-0-release-notes.html	(from http://kitchen.ci/blog/test-kitchen-windows-test-flight-with-vagrant/)
19:12:38	4280/4280	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Aug%202015%2023:12:37%20GMT	http://kitchen.ci/blog/test-kitchen-1-4-0-release-notes/d8f1a7db9e506c44f321462e1fba0b1e24994070	./kitchen.ci/blog/test-kitchen-1-4-0-release-notes/d8f1a7db9e506c44f321462e1fba0b1e24994070.27.delayed	(from http://kitchen.ci/blog/test-kitchen-1-4-0-release-notes/)
19:12:38	19626/19626	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20May%202015%2016:27:18%20GMT	http://kitchen.ci/blog/test-kitchen-windows-test-flight-with-vagrant	./kitchen.ci/blog/test-kitchen-windows-test-flight-with-vagrant.html	(from http://kitchen.ci/blog/test-kitchen-1-4-0-release-notes/)
19:12:38	4280/4280	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Aug%202015%2023:12:37%20GMT	http://kitchen.ci/test-kitchen-windows-test-flight-with-vagrant	./kitchen.ci/test-kitchen-windows-test-flight-with-vagrant.28.delayed	(from http://kitchen.ci/blog/test-kitchen-1-4-0-release-notes)
19:12:38	4280/4280	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Aug%202015%2023:12:37%20GMT	http://kitchen.ci/blog/d8f1a7db9e506c44f321462e1fba0b1e24994070	./kitchen.ci/blog/d8f1a7db9e506c44f321462e1fba0b1e24994070.29.delayed	(from http://kitchen.ci/blog/test-kitchen-1-4-0-release-notes)
19:13:46	1709754/1709754	---M-Z	200	added ('OK')	image/gif	date:Fri,%2008%20May%202015%2016:26:53%20GMT	http://kitchen.ci/blog/test-kitchen-windows-test-flight-with-vagrant/confetti.gif	./kitchen.ci/blog/test-kitchen-windows-test-flight-with-vagrant/confetti.gif	(from http://kitchen.ci/blog/test-kitchen-windows-test-flight-with-vagrant/)
